#Station Long Name,Turner at Barry Drive
#Station Number,570813
#Station Location Latitude,-35.26752778
#Station Location Longitude,149.12294444
#Parameter Type Name,Rainfall
#Timeseries Name,PR00QaQc.Merged.AsStored.1
#Unit Name,millimeter
#DATA_OWNER_NAME,"ACT - Environment, Planning and Sustainable Development Directorate"
#Rows,17696
#Timestamp,Value,Quality Code,Interpolation Type
2020-12-01T15:00:00.000+10:00,0.0,140,201
2020-12-01T15:12:09.000+10:00,0.4,10,201
2020-12-01T15:12:24.000+10:00,0.4,10,201
2020-12-01T15:12:39.000+10:00,0.4,10,201
2020-12-01T15:12:54.000+10:00,0.8,10,201
2020-12-01T15:13:24.000+10:00,0.2,10,201
2020-12-01T15:13:54.000+10:00,0.4,10,201
2020-12-01T15:14:54.000+10:00,0.2,10,201
2020-12-01T15:15:45.000+10:00,0.4,140,201
2020-12-01T15:15:54.000+10:00,0.4,10,201
2020-12-01T15:16:00.000+10:00,0.4,140,201
2020-12-01T15:16:15.000+10:00,0.4,140,201
2020-12-01T15:16:24.000+10:00,0.2,10,201
2020-12-01T15:16:30.000+10:00,0.8,140,201
2020-12-01T15:17:00.000+10:00,0.2,140,201
2020-12-01T15:17:09.000+10:00,0.4,10,201
2020-12-01T15:17:30.000+10:00,0.4,140,201
2020-12-01T15:18:30.000+10:00,0.2,140,201
2020-12-01T15:19:30.000+10:00,0.4,140,201
2020-12-01T15:20:00.000+10:00,0.2,140,201
2020-12-01T15:20:45.000+10:00,0.4,140,201
2020-12-01T15:56:24.000+10:00,0.0,10,201
2020-12-01T15:57:39.000+10:00,0.2,10,201
2020-12-01T16:00:00.000+10:00,0.0,140,201
2020-12-01T16:00:24.000+10:00,0.2,10,201
2020-12-01T16:01:15.000+10:00,0.2,140,201
2020-12-01T16:04:00.000+10:00,0.2,140,201
2020-12-01T16:05:24.000+10:00,0.2,10,201
2020-12-01T16:07:24.000+10:00,0.2,10,201
2020-12-01T16:07:39.000+10:00,0.2,10,201
2020-12-01T16:09:00.000+10:00,0.2,140,201
2020-12-01T16:11:00.000+10:00,0.2,140,201
2020-12-01T16:11:15.000+10:00,0.2,140,201
2020-12-01T16:56:24.000+10:00,0.0,10,201
2020-12-01T17:00:00.000+10:00,0.0,140,201
2020-12-01T17:56:24.000+10:00,0.0,10,201
2020-12-01T18:00:00.000+10:00,0.0,140,201
2020-12-01T18:56:25.000+10:00,0.0,10,201
2020-12-01T19:00:00.000+10:00,0.0,140,201
2020-12-01T19:56:25.000+10:00,0.0,10,201
2020-12-01T20:00:00.000+10:00,0.0,140,201
2020-12-01T20:56:25.000+10:00,0.0,10,201
2020-12-01T21:00:00.000+10:00,0.0,140,201
2020-12-01T21:56:25.000+10:00,0.0,10,201
2020-12-01T22:00:00.000+10:00,0.0,140,201
2020-12-01T22:56:25.000+10:00,0.0,10,201
2020-12-01T23:00:00.000+10:00,0.0,140,201
2020-12-01T23:56:25.000+10:00,0.0,10,201
2020-12-02T00:00:00.000+10:00,0.0,140,201
2020-12-02T00:56:25.000+10:00,0.0,10,201
2020-12-02T01:00:00.000+10:00,0.0,140,201
2020-12-02T01:56:25.000+10:00,0.0,10,201
2020-12-02T02:00:00.000+10:00,0.0,140,201
2020-12-02T02:56:26.000+10:00,0.0,10,201
2020-12-02T03:00:00.000+10:00,0.0,140,201
2020-12-02T03:56:26.000+10:00,0.0,10,201
2020-12-02T04:00:00.000+10:00,0.0,140,201
2020-12-02T04:56:26.000+10:00,0.0,10,201
2020-12-02T05:00:00.000+10:00,0.0,140,201
2020-12-02T05:56:26.000+10:00,0.0,10,201
2020-12-02T06:00:00.000+10:00,0.0,140,201
2020-12-02T06:56:26.000+10:00,0.0,10,201
2020-12-02T07:00:00.000+10:00,0.0,140,201
2020-12-02T07:56:26.000+10:00,0.0,10,201
2020-12-02T08:00:00.000+10:00,0.0,140,201
2020-12-02T08:56:26.000+10:00,0.0,10,201
2020-12-02T09:00:00.000+10:00,0.0,140,201
2020-12-02T09:56:26.000+10:00,0.0,10,201
2020-12-02T10:00:00.000+10:00,0.0,140,201
2020-12-02T10:56:26.000+10:00,0.0,10,201
2020-12-02T11:00:00.000+10:00,0.0,140,201
2020-12-02T11:56:27.000+10:00,0.0,10,201
2020-12-02T12:00:00.000+10:00,0.0,140,201
2020-12-02T12:56:27.000+10:00,0.0,10,201
2020-12-02T13:00:00.000+10:00,0.0,140,201
2020-12-02T13:56:27.000+10:00,0.0,10,201
2020-12-02T14:00:00.000+10:00,0.0,140,201
2020-12-02T14:56:27.000+10:00,0.0,10,201
2020-12-02T15:00:00.000+10:00,0.0,140,201
2020-12-02T15:56:27.000+10:00,0.0,10,201
2020-12-02T16:00:00.000+10:00,0.0,140,201
2020-12-02T16:56:27.000+10:00,0.0,10,201
2020-12-02T17:00:00.000+10:00,0.0,140,201
2020-12-02T17:56:27.000+10:00,0.0,10,201
2020-12-02T18:00:00.000+10:00,0.0,140,201
2020-12-02T18:56:27.000+10:00,0.0,10,201
2020-12-02T19:00:00.000+10:00,0.0,140,201
2020-12-02T19:56:28.000+10:00,0.0,10,201
2020-12-02T20:00:00.000+10:00,0.0,140,201
2020-12-02T20:56:28.000+10:00,0.0,10,201
2020-12-02T21:00:00.000+10:00,0.0,140,201
2020-12-02T21:56:28.000+10:00,0.0,10,201
2020-12-02T22:00:00.000+10:00,0.0,140,201
2020-12-02T22:56:28.000+10:00,0.0,10,201
2020-12-02T23:00:00.000+10:00,0.0,140,201
2020-12-02T23:56:28.000+10:00,0.0,10,201
2020-12-03T00:00:00.000+10:00,0.0,140,201
2020-12-03T00:56:28.000+10:00,0.0,10,201
2020-12-03T01:00:00.000+10:00,0.0,140,201
2020-12-03T01:56:28.000+10:00,0.0,10,201
2020-12-03T02:00:00.000+10:00,0.0,140,201
2020-12-03T02:56:28.000+10:00,0.0,10,201
2020-12-03T03:00:00.000+10:00,0.0,140,201
2020-12-03T03:56:29.000+10:00,0.0,10,201
2020-12-03T04:00:00.000+10:00,0.0,140,201
2020-12-03T04:56:29.000+10:00,0.0,10,201
